Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"I got this because my eyes water a lot in the summer and my mascara tends to smudge. I actually really like this mascara because it gives good volume and separation and holds curl nicely. However, I do still get smudges, though not as bad as with other non-waterproof mascaras. I am still on the hunt for a mascara that doesn't smudge on my at all, but until then, this one is staying in the rotation.",09 05 2016,4 stars,Nice mascara but not totally smudge proof,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.85E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"Best waterproof mascara I have ever used. I completed a spartan race with this on in heat and no smudging, no flaking. I was hesitant to ourhase but i highly recommend. I went through two hours of pure sweating and heat and no issues. Great mascara",09 05 2016,5 stars,"ran 2 hr spartan race, no problems!",https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,4.55E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,Very waterproof but it does flake throughout the day (maybe because of the fibers?) and gets clumpy easily. Not my favorite,09 05 2016,3 stars,Waterproof,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-5.02E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,Bought this to take to Mexico to wear in the pool. It did not budge all day between the ocean and the pool. Incredible.,09 05 2016,5 stars,AMAZING,https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-3.02E+18
Urban Decay,Cannonball Ultra Waterproof Mascara,Mascara,"i have really oily skin and I perspire very easily. This mascara is fantastic. it never gives me raccoon eyes, doesn't flake and doesn't smear. i wear this mascara in 90% humidity, through gruelling workouts, swimming....have i made my point? it's a wonderful mascara!!!!",09 05 2016,5 stars,"best mascara for me, ever!!!!!",https://www.sephora.com/product/cannonball-ultra-waterproof-mascara-P286303?icid2=products%20grid:p286303:product,-8.44E+18
Dior,Diorshow Waterproof Mascara,Mascara,This was very disappointing. By the end of the day after working a desk job in an air conditioned office the mascara would be under my eyes. Which is ridiculous for such an expensive mascara.,09 05 2016,1 star,not waterproof,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,7.70E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,,09 05 2016,4 stars,"I prefer this setting spray by UD over all the other brands because it's doesn't have a strong fragrance, my makeup lasts longer, and it's refreshing to use throughout the day.",https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.67E+17
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"Makes my makeup stay on forever, took a nap in my full face of makeup and woke up looking as good as before I closed my eyes!",09 05 2016,5 stars,kinda sticky but...,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,6.89E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,This is the makeup you didn't know you were missing and cannot live without once you get it.  Your makeup will stay on flawlessly all day despite any weather or sweating.  I took a shower to wash my hair with this on and didn't put my face under the makeup and when I got out of the shower my makeup was fine.  I cannot wait to use this all summer and not worry about the humidity.  I have already convinced two of my friends to buy it and we haven't looked back.,09 05 2016,5 stars,BEST.THING.EVER.,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-4.00E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This is probably the third time I've bought this color, and I also own three other colors. They stay in place all day and are very easy to apply. I love layering them.",09 05 2016,5 stars,my favorite,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-7.64E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,I like the ease of application but it dries out too quickly. I feel like it only lasts a few weeks with light daily use.,09 05 2018,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s1177567+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Trooper",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-8.97E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Love this! The black is darker than any other eyeliner I have used before. It’s also so long lasting.,09 05 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,7.13E+17
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,This eyeliner is so good. It doesn’t smudge at all or run which is a problem I have a lot because of my monolids. It’s nice n black and the pen is pretty flexible though I wouldn’t even press too hard bc I’m unsure if it would feather the tip out like other felts. 10/10 would recommend.,09 05 2019,5 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,2.75E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,Returned It.,09 05 2019,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s1572007+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: (Stone)Fox 58",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.24E+18
Dior,Diorshow Waterproof Mascara,Mascara,Diorshow Waterproof Mascara is the best mascara I've ever used. It doesn't clump when you put on two or three coats for drama and it doesn't run or smear. I love it!,09 06 2013,5 stars,The best waterproof Mascara,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-4.31E+17
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,It can dry out sensitive eyelids. the consistency is pretty thick and you only need a small amount.,09 06 2013,4 stars,"Little drying, but okay!",https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-1.30E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"Hate is a strong word. But I hate this spray. The trade-off for ""moisturized"" skin is shiny skin. I have combination skin, erring on the side of dry. After a day's work, my blush is blotchy and foundation is slide down my skin like a thin sludge. The shine is outta control. Not worth it.",09 06 2014,1 star,I hate this stuff,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-8.31E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I received my original free sample in black about a year ago. I have since purchased three more colors. It has staying power, and does not smudge or smear. This is my new Holy Grail of Eyeliners.",09 06 2014,5 stars,"Love, love, love this",https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,5.55E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This eyeliner is fantastic! It glides on the first time, and stays all day. I'll never go back to regular eyeliner.",09 06 2014,5 stars,Gel Eyeliner,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-1.21E+18
Dior,Diorshow Waterproof Mascara,Mascara,"in the sephora store, i tried this mascara on over my already applied mascaras and it looked great, it made my lashes long and it was very volumizing i loved it. I went to the store to buy it , when i put it on the next day it made my lashes clumpy and disgusting. I tried it again the next day again and it looked horrible once again. I was very disappointed because it looked so nice when i tried it on in the store, and it was pretty expensive. Horrible mascara",09 06 2015,1 star,surprising,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,6.08E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"I noticed my skin being oilier than a usual normal day without using it. and it gives a sticky shiny feeling to my skin when i apply it. as if it never sets and just sits on top of the skin leaving a sticky sensation.

halfway through the bottle so I can't return it but i will not be spending on any other setting spray :/",09 06 2015,1 star,Makes my skin look 10 times oilier,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-6.46E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"A while ago, I began a mission to find the best eyeliner. I have tried nearly every eyeliner on the market and this one is the most waterproof, long lasting, non-smudging one I have come across. It lasts forever and it doesn't budge at all. This one is, by far, my most highly recommended eyeliner. The only downside is that the tip of the pen sometimes loses it's sharpness. I snip the straggly bits with a small pair of scissors and that usually does the trick.",09 06 2016,5 stars,Best Long Lasting Eyeliner,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,-8.70E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,I was skeptical that was I perceived as a spray bottle full of water would do anything for me but it was on sale so I gave it a chance. OMG. My makeup looks like I just applied it after a full day of being out (about 15 hours). I am shook.,09 06 2017,5 stars,Believe the Hype,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-3.66E+18
